"code","iso","country","CHA.ind.1995","CHA.ind.1996","CHA.ind.1997","CHA.ind.1998","CHA.ind.1999","CHA.ind.2000","CHA.ind.2001","CHA.ind.2002","CHA.ind.2003","CHA.ind.2004","CHA.ind.2005","CHA.ind.2006","CHA.ind.2007","CHA.ind.2008","CHA.ind.2009","CHA.ind.2010","CHA.ind.2011","CHA.ind.2012","CHA.ind.2013","CHA.ind.2014","CHA.ind.2015","CHA.ind.2016","CHA.ind.2017","CHA.ind.2018","CHA.ind.2019","CHA.ind.2020"
324,"GIN","Guinea",34.6721670129578,34.6721670129578,34.6721670129578,34.6721670129578,34.6721670129578,31.858463581685,26.0531913403042,21.2666720061578,19.6952018191656,17.9908730212742,6.14846090712776,3.11428735532765,9.44663517556896,12.9283916537333,17.1258530067254,10.789636122838,3.79829734930512,0,0,0,0,0,5.23140315537775,5.23140315537775,5.23140315537775,5.23140315537775
624,"GNB","Guinea-Bissau",65.0768752078733,65.0768752078733,65.0768752078733,65.0768752078733,65.0768752078733,63.9215220980648,55.9240791871033,45.3581897977216,37.7530321339814,32.8415145929956,29.3795479838381,27.2555120635684,30.7769135997019,41.2960917452178,46.0494389442225,50.3477708306759,50.2915227079702,42.1891427634001,38.2400419177075,42.5245228130436,45.8824585462526,47.6272678974869,47.7625616699985,47.7625616699985,47.7625616699985,47.7625616699985
328,"GUY","Guyana",0,0,0,0,0,34.9713030533051,58.659499940237,86.5288582450978,93.9891082959159,100,100,100,100,100,86.3917554784433,78.3245159154784,61.3012417327669,54.772458610365,29.2773242668592,6.95759970825631,0,15.6692960666407,28.1118101091479,28.1118101091479,28.1118101091479,28.1118101091479
332,"HTI","Haiti",46.3385772490776,46.3385772490776,46.3385772490776,46.3385772490776,46.3385772490776,52.1114336801068,54.7012139545163,54.8741991804447,55.3998501194182,56.4325286640442,33.0748994484101,13.1292068287942,0,0,0,0,0,0,14.4478898579813,35.8481449161168,33.1452416786715,30.8269957896096,29.5015495210463,29.5015495210463,29.5015495210463,29.5015495210463
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",100,100,100,100,100,100,100,99.0797083295076,79.5252682417939,58.9752636453931,42.2375235972568,29.3801647154482,18.9662384441055,12.9766765902833,20.7209336476989,32.206206928768,46.3905369756879,55.435792646472,55.7730806143282,57.542105436316,58.135804546325,60.4466463342321,62.8354351081306,62.8354351081306,62.8354351081306,62.8354351081306
344,"HKG","Hong Kong",55.4895463803004,55.4895463803004,55.4895463803004,55.4895463803004,55.4895463803004,51.5194533465105,50.9117277731822,53.79191138466,58.1948054874914,63.5140540377192,69.7119299269551,75.0832844840018,80.0235103859348,83.0930116965684,84.348741780979,81.6179543240762,79.4794696876082,77.4655070859394,76.8565306608348,76.6396125674838,76.8857539394508,77.2455311944833,78.090190789094,78.090190789094,78.090190789094,78.090190789094
348,"HUN","Hungary",100,100,100,100,100,100,100,87.26790891265,79.2611610249644,76.787848503562,78.4686045711699,78.3541563850825,79.9588110313488,84.727245415135,89.8203229215293,93.8648731776627,100,100,100,100,100,100,100,100,100,100
352,"ISL","Iceland",66.9532821475393,66.9532821475393,66.9532821475393,66.9532821475393,66.9532821475393,66.9475526964839,67.7816735095488,72.3080182608804,76.955585853203,80.0309934862247,84.3604545876823,81.6001018982429,79.2125850479467,76.6122608121033,74.8371426826654,74.0224292281627,76.5404591900166,83.4373501905313,89.2355684385863,93.2439627864997,99.0556780791938,99.2761186904034,100,100,100,100
356,"IND","India",64.2696495365103,64.2696495365103,64.2696495365103,64.2696495365103,64.2696495365103,65.3661454186878,66.1921280323631,67.999133845519,68.9947195760838,69.3062287954702,68.094602187433,65.5632280414547,62.6840138628634,59.6285625733457,57.1100890501008,55.9218703485633,56.0803733764516,59.0436883965388,61.7359836318176,64.7559369324468,67.1805948834209,68.2755197002702,68.2704840427505,68.2704840427505,68.2704840427505,68.2704840427505
360,"IDN","Indonesia",74.5713749470144,74.5713749470144,74.5713749470144,74.5713749470144,74.5713749470144,86.8205688058141,96.7944684016194,94.2128484154558,84.1093690318363,82.9475150906399,80.9415535538287,72.7163467302003,62.4326473429602,54.3320025467299,45.4883608683671,37.4815032980827,30.6515977361576,25.0934505214694,20.1271389202422,20.7771115426301,23.7729470026012,27.4593763488961,30.1709522068442,30.1709522068442,30.1709522068442,30.1709522068442
364,"IRN","Iran",100,100,100,100,100,100,100,100,100,97.2363991649066,75.9673370858331,49.8923858061774,29.0558642707379,23.617997645297,24.1519356883157,25.7923350278419,35.6907686834676,51.8556640754462,53.0578714925466,56.9914139592529,57.0017327866905,53.4359576877466,51.5099352773898,51.5099352773898,51.5099352773898,51.5099352773898
368,"IRQ","Iraq",88.7145674759633,88.7145674759633,88.7145674759633,88.7145674759633,88.7145674759633,52.8199855700296,28.0312729562797,19.6586310739349,25.1390286804506,30.0895244942333,47.2027391012532,77.2958920762628,83.1511930317196,80.3543815445703,61.4477214331326,40.5050868162238,17.9870054340883,10.0778881868478,22.3010358701609,22.7040561577192,31.633761736861,40.6342264830301,56.0264644869237,56.0264644869237,56.0264644869237,56.0264644869237
372,"IRL","Ireland",74.5001602030606,74.5001602030606,74.5001602030606,74.5001602030606,74.5001602030606,70.9454669269552,66.6124828370565,63.4546616965946,60.6044954163097,60.132265190619,62.4657638442949,64.4333839620497,74.3177239288671,88.6595964138192,100,100,100,100,98.2755885473115,82.4865703068183,69.8566745215372,54.391789465838,43.849016584296,43.849016584296,43.849016584296,43.849016584296
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",20.9917894291234,20.9917894291234,20.9917894291234,20.9917894291234,20.9917894291234,25.0004103034091,31.1936653788138,37.3028632964082,43.116278985892,36.9859968508691,34.590429654295,26.8821525657564,21.799297466273,16.8370891403424,18.9305061324377,19.5865391319243,18.8019995431376,29.4552626634082,36.58823074742,36.4132513750443,40.616404186007,40.1125069157715,39.2810450004447,39.2810450004447,39.2810450004447,39.2810450004447
380,"ITA","Italy",86.6779761648265,86.6779761648265,86.6779761648265,86.6779761648265,86.6779761648265,80.1281777751251,80.3782411554012,81.9380053595956,91.2212914416501,100,100,100,100,100,100,100,100,100,92.4568936508369,88.2988580219408,86.4870350113476,87.6323903725653,91.1704346752328,91.1704346752328,91.1704346752328,91.1704346752328
388,"JAM","Jamaica",72.9205063871945,72.9205063871945,72.9205063871945,72.9205063871945,72.9205063871945,65.4637820881261,58.5206935056301,50.4810704263418,42.6727911858817,41.4231563900896,42.5453487914008,57.1521364273818,74.6351469983532,95.3359096302422,100,100,100,100,100,91.0101275794991,78.7813971358815,73.7677059140582,70.063658178018,70.063658178018,70.063658178018,70.063658178018
392,"JPN","Japan",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",16.3052204748803,16.3052204748803,16.3052204748803,16.3052204748803,16.3052204748803,34.3254267326689,48.1592631866295,53.0641096167146,53.3416470364519,52.8921078556696,47.4134744878659,42.7491762185403,36.9776660975549,24.7965587832274,19.7637375697918,19.1613726560411,17.2700439011508,17.1032190892941,21.5646932761936,26.6698928020244,31.8419140035614,36.4455076620862,40.1003924962339,40.1003924962339,40.1003924962339,40.1003924962339
398,"KAZ","Kazakhstan",93.0758143621812,93.0758143621812,93.0758143621812,93.0758143621812,93.0758143621812,98.3055043521878,100,100,100,96.5801738260415,68.9555745246966,40.0683792165694,20.3224019190495,10.4584235024619,10.9680721012923,12.584868711656,27.7320530794662,0,0,0,0,0,0,0,0,0
404,"KEN","Kenya",72.4828915199441,72.4828915199441,72.4828915199441,72.4828915199441,72.4828915199441,70.9422831261452,71.4533193549339,68.989117042901,62.6616039674345,53.5142711420507,47.5132419993302,47.8552659875901,23.1640860499559,3.14824532004472,0,0,0,0,10.4850626819225,23.6197370076334,43.056239387247,64.3835040883438,63.7406154375383,63.7406154375383,63.7406154375383,63.7406154375383
296,"KIR","Kiribati",46.8302590654137,46.8302590654137,46.8302590654137,46.8302590654137,46.8302590654137,41.7100801605527,38.6781047857122,34.5098849432174,33.7742049898611,35.6747801820373,40.2371213507821,43.3289297366524,44.9229797394224,46.8865473102007,49.6323341006317,48.9885907239608,48.7892905540041,47.2200843526996,47.9074973444288,48.3940739189182,50.5534747693556,52.5150091088428,53.163885807621,53.163885807621,53.163885807621,53.163885807621
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",100,100,100,100,100,100,100,100,100,100,92.3281794499897,69.1169940627344,42.7881037525171,38.3199473502498,56.8082587327255,69.7176578047616,84.7171833761511,100,100,95.0144143958031,82.9368164745683,69.3561181437256,60.7633549248619,60.7633549248619,60.7633549248619,60.7633549248619
417,"KGZ","Kyrgyzstan",94.0106614109592,94.0106614109592,94.0106614109592,94.0106614109592,94.0106614109592,97.9327580831584,100,100,88.3267396336953,69.7717940560429,63.9482684406886,63.9440809311781,65.8996727866865,65.8238420496255,60.2461695237417,53.9838705169893,47.6700731480755,41.6698941581148,37.4540710299862,35.0365942627318,35.695224341807,40.054357276344,46.2089151156084,46.2089151156084,46.2089151156084,46.2089151156084
418,"LAO","Laos",53.2799091388195,53.2799091388195,53.2799091388195,53.2799091388195,53.2799091388195,53.5507934082022,56.3028868972074,57.2250731025826,59.2912826199736,57.361124885953,57.1429222946543,55.6794377869806,49.3933957851196,48.7789805106004,49.8579846310652,47.2579505645355,46.4631647553999,42.0371437584601,40.3321712111676,38.6025011742257,39.8132277383827,41.751253209617,43.4342322271912,43.4342322271912,43.4342322271912,43.4342322271912
428,"LVA","Latvia",100,100,100,100,100,100,100,100,100,100,100,100,100,87.3941073891991,80.1624750884876,80.9225998310083,82.3762219479716,81.2335009857418,78.1075557685188,73.1229106568557,76.1747915741998,74.9855210914394,70.9409327906619,70.9409327906619,70.9409327906619,70.9409327906619
422,"LBN","Lebanon",47.3071083340552,47.3071083340552,47.3071083340552,47.3071083340552,47.3071083340552,51.8026519339054,53.8480840119858,52.1833073115642,47.929609908047,42.3345662779471,37.0133338856606,32.2664065582003,32.3006517647468,35.8449031966669,41.6589292321557,47.3987658622288,47.995396054767,43.4897539158809,41.8926226272271,39.3769058964151,36.351639356957,34.6879667685892,36.020329494163,36.020329494163,36.020329494163,36.020329494163
426,"LSO","Lesotho",71.7078432162066,71.7078432162066,71.7078432162066,71.7078432162066,71.7078432162066,62.8136932428931,56.8062034571305,52.0330765160459,47.5229269474783,46.2371232528333,44.2162307646212,51.1364995659967,61.107237807073,80.8164518625451,75.0716888717127,71.5587227300041,66.1505713306922,69.2428990138303,74.4926978801007,80.8273656736375,80.7709730287998,83.8447078186983,78.1015682862096,78.1015682862096,78.1015682862096,78.1015682862096
430,"LBR","Liberia",4.8999947986361,4.8999947986361,4.8999947986361,4.8999947986361,4.8999947986361,4.8999947986361,4.8999947986361,4.8999947986361,4.8999947986361,4.8999947986361,4.8999947986361,4.8999947986361,4.8999947986361,4.8999947986361,4.8999947986361,4.31868538012283,5.97937461826221,13.034364988662,20.3223813819536,23.0804396138104,25.9154446633819,27.0116328076889,29.7325712991816,29.7325712991816,29.7325712991816,29.7325712991816
434,"LBY","Libya",46.4227291861081,46.4227291861081,46.4227291861081,46.4227291861081,46.4227291861081,46.4227291861081,46.4227291861081,46.4227291861081,46.4227291861081,46.4227291861081,46.4227291861081,46.4227291861081,46.4227291861081,46.4227291861081,47.7148201330344,47.0281930949076,85.1527335749018,89.1782566544967,88.1392214976122,89.7572049337486,89.3081945912568,88.0503643838898,86.5855288133323,86.5855288133323,86.5855288133323,86.5855288133323
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",100,100,100,100,100,100,100,100,100,100,100,100,100,93.2507103145096,92.0875412120853,94.2631836307817,100,100,100,100,100,100,100,100,100,100
442,"LUX","Luxembourg",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.7428970532842,81.1500687259971,80.8038007099063,80.0753000468322,80.2287601590446,81.7196023560046,82.9320738905219,81.6827638379935,81.6827638379935,81.6827638379935,81.6827638379935
446,"MAC","Macao",0,0,0,0,0,0.0684151256127592,14.909222886423,37.214316969948,61.229697004775,84.3922670527454,100,75.8891539408596,14.8869028228194,0,0,0,0,0,0,0,0,26.7305697888698,22.866254749564,22.866254749564,22.866254749564,22.866254749564
450,"MDG","Madagascar",75.9129743187623,75.9129743187623,75.9129743187623,75.9129743187623,75.9129743187623,77.310916797359,80.5801757058633,87.3074994165811,84.4346924032578,84.8845450210326,74.8925669758068,69.3500736601753,60.9814830933423,54.5305932601222,48.4783025594213,44.6724092051178,47.2982623367354,56.170052943062,66.509492994069,79.0086552512131,82.3966640759751,85.4089139873228,86.1143833070558,86.1143833070558,86.1143833070558,86.1143833070558
454,"MWI","Malawi",71.1549542280889,71.1549542280889,71.1549542280889,71.1549542280889,71.1549542280889,64.060851026171,56.72817795821,49.4602512363296,42.233079878125,34.1917633315443,27.8176474183885,24.8025723676546,23.0000463801034,17.8679517768147,16.2937937644469,11.3770885483572,9.01375129474837,8.90808665404796,11.0492064905547,11.0847289626957,10.8810841292379,12.7490001812997,14.8227805464588,14.8227805464588,14.8227805464588,14.8227805464588
458,"MYS","Malaysia",6.73656482141821,6.73656482141821,6.73656482141821,6.73656482141821,6.73656482141821,25.68529488023,47.3153782898268,70.3274238552071,70.0464724579045,66.0697753643943,60.0987762200182,53.1871729084829,47.0067027847538,37.3156315318552,37.3308738422856,45.381647482273,55.9680953984186,66.628851677113,74.4892589827944,74.312727783926,70.3691493281832,67.1184191868969,63.693531609628,63.693531609628,63.693531609628,63.693531609628
462,"MDV","Maldives",84.8401880094438,84.8401880094438,84.8401880094438,84.8401880094438,84.8401880094438,84.8401880094438,84.8401880094438,84.8401880094438,84.8401880094438,84.8401880094438,86.031045336668,79.2508840675336,68.9216656596674,53.1984510227935,31.3066715178874,30.4291212154135,30.1275016374136,30.314510536924,34.7328983256934,40.697566539179,46.3597959910816,51.40441671868,55.7681188702109,55.7681188702109,55.7681188702109,55.7681188702109
466,"MLI","Mali",47.5189127532717,47.5189127532717,47.5189127532717,47.5189127532717,47.5189127532717,39.4023691526521,29.5348037300919,22.2892118834746,19.9077799810257,13.2784289899458,9.81111990540828,11.8098177862221,18.880156713677,22.2209769767736,27.2858721015321,28.0346606476152,28.5432721791934,29.9929068757393,34.4630623388536,35.1555662182025,36.0118885281294,32.2330300796215,30.3739844189767,30.3739844189767,30.3739844189767,30.3739844189767
470,"MLT","Malta",68.6115289071066,68.6115289071066,68.6115289071066,68.6115289071066,68.6115289071066,72.2314345178795,74.796286101468,70.4477134183259,64.3914957817368,61.1248348299328,54.9983526181624,46.6313458696672,34.1193329474978,28.7747208922959,20.046952252196,15.0816693583374,15.6866730476373,58.0078366140051,100,100,100,100,100,100,100,100
584,"MHL","Marshall Islands",54.5991069973949,54.5991069973949,54.5991069973949,54.5991069973949,54.5991069973949,52.8933499661961,51.6366045396141,51.0364687298878,50.8636259365662,51.6909864244796,52.5800260148044,53.1160401411245,52.7343666183511,51.3751087686581,49.0034934907967,40.9459198384314,39.3632964544727,39.0550693954271,40.3415096556835,43.5407968075903,47.7672055133136,52.2245066393236,55.8904815619815,55.8904815619815,55.8904815619815,55.8904815619815
478,"MRT","Mauritania",36.0671930923218,36.0671930923218,36.0671930923218,36.0671930923218,36.0671930923218,25.6943920749494,15.1934182069648,11.5177607406485,9.68930539329872,16.0003739204869,27.2293276261985,32.9210080248334,40.6512033876293,56.380886955807,63.4980450674225,64.1425832142114,63.2244561821843,62.3600618276553,58.7714650913738,54.1950541916711,49.7912989537403,39.0364789015286,32.5740589681121,32.5740589681121,32.5740589681121,32.5740589681121
480,"MUS","Mauritius",76.9906641604287,76.9906641604287,76.9906641604287,76.9906641604287,76.9906641604287,73.4487220901454,63.6300246143186,60.8094072422806,58.8064110514664,53.5536812023133,48.4094690144648,45.7725000559683,38.9340941861465,32.4174423612327,32.8582388555646,31.9488395328865,27.4013522386462,35.7050587583123,38.9424854743423,38.4924109663283,40.3470888016607,44.2178762194726,47.4004213530732,47.4004213530732,47.4004213530732,47.4004213530732
484,"MEX","Mexico",60.3228460185928,60.3228460185928,60.3228460185928,60.3228460185928,60.3228460185928,63.1492996704497,69.237907235207,77.6828246217373,81.0397623118191,87.188730328875,90.0072367845421,85.6611988563773,76.2147503403762,64.6560983369558,61.0117161614331,58.8252215750918,60.4641607528971,65.4274999504139,69.1209082589762,74.3818998043003,68.2738886396032,68.5771092350527,69.0040221640265,69.0040221640265,69.0040221640265,69.0040221640265
583,"FSM","Micronesia",70.1808938885134,70.1808938885134,70.1808938885134,70.1808938885134,70.1808938885134,74.9856527301985,79.7488444264496,83.1730175203195,86.37406944955,88.8652780025534,88.2938698189457,87.1402339247207,82.6043337748401,81.2048154125554,76.8373225284465,73.8960906263722,67.7061806378558,63.4280368053903,59.0231759675003,57.0072241555283,56.9831846872692,57.0510310607855,57.2958058339857,57.2958058339857,57.2958058339857,57.2958058339857
498,"MDA","Moldova",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.1278798471231,82.3290971809387,82.3290971809387,82.3290971809387,82.3290971809387
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",54.1406859182377,54.1406859182377,54.1406859182377,54.1406859182377,54.1406859182377,51.5037448988096,56.6852820543677,82.3477216954583,100,100,100,100,94.9559904273684,64.2390958107027,18.0456994004135,0,0,0,0,0,0,0,0,0,0,0
499,"MNE","Montenegro",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90.412101555843,84.5441571831333,84.7024003222806,85.4582604046802,96.6731424699245,96.4890156825691,90.6982211829211,90.6982211829211,90.6982211829211,90.6982211829211
504,"MAR","Morocco",74.8707815175428,74.8707815175428,74.8707815175428,74.8707815175428,74.8707815175428,66.3947287771226,59.6788155200724,55.8849937894584,59.1209636378877,59.771630030459,61.9378340074996,62.870417810834,62.1946929840884,63.511136335886,64.2204905286344,62.2090777751995,58.7922309564371,58.1612579781491,57.3679493143451,55.8356511874984,55.5509149281021,55.223920571743,55.9966068878214,55.9966068878214,55.9966068878214,55.9966068878214
508,"MOZ","Mozambique",89.1969375155416,89.1969375155416,89.1969375155416,89.1969375155416,89.1969375155416,99.0784439932562,83.8874659362521,69.7271441762872,55.2313317030948,40.1226893922493,18.4659886162398,12.0254855397626,13.159119367147,7.60414505205387,19.1156465347683,33.6981257530335,42.4915966431049,41.1832895111605,44.3088989304954,48.1031994973003,49.0269668226802,57.9891844008497,61.5646851076105,61.5646851076105,61.5646851076105,61.5646851076105
104,"MMR","Myanmar",57.6220985079372,57.6220985079372,57.6220985079372,57.6220985079372,57.6220985079372,54.2249461046964,54.7349732849562,53.3289914949469,49.5011963486279,43.8522379080774,35.2172973248651,28.2415245119981,26.7141885820994,29.8197138894519,30.9617859289199,33.1290135378943,40.8276724116515,51.8340710711837,60.3427602067302,66.8501533984425,69.7199560138143,68.5658626851205,65.0374439641866,65.0374439641866,65.0374439641866,65.0374439641866
516,"NAM","Namibia",100,100,100,100,100,97.9465879927601,76.5054335876259,74.0381684302496,71.5500966657902,64.9352605471504,44.9148846423765,29.6762742667333,34.2360584391366,54.0072610506195,48.9237535814528,47.6366431958854,15.3555902958981,0,38.4876723395177,80.3782934990955,100,100,100,100,100,100
520,"NRU","Nauru",81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7050360384011,81.7824486172435,81.7824486172435,81.7824486172435,81.7824486172435
524,"NPL","Nepal",53.8337451458471,53.8337451458471,53.8337451458471,53.8337451458471,53.8337451458471,52.1188167313582,52.6925925264874,56.62450453909,59.2298441677505,61.9098477436431,61.9296511888196,61.498082750597,61.9316295866498,60.9007151068719,59.2068150909745,58.2240951809825,57.7371881246607,56.9211888376019,57.7012706490634,58.6955558054118,61.0542287166689,64.3059391571999,66.5486120131338,66.5486120131338,66.5486120131338,66.5486120131338
528,"NLD","Netherlands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",76.7583268076979,76.7583268076979,76.7583268076979,76.7583268076979,76.7583268076979,77.3221667080995,78.8674117228101,79.7231328827955,80.9679445613165,80.0998020772681,78.0520566285425,76.9551302852136,75.4887864887902,78.6973883353088,79.2663694366335,81.7465404289659,84.3260616736206,83.0070272879556,82.1281996087799,80.6215590296109,82.6397967216801,83.8134007185857,85.6765009879292,85.6765009879292,85.6765009879292,85.6765009879292
558,"NIC","Nicaragua",72.0387502717709,72.0387502717709,72.0387502717709,72.0387502717709,72.0387502717709,52.9830386386426,54.7506287266772,51.0573952208458,37.0161099952408,26.9694953293477,29.1752068043359,38.5375100969282,46.1314726068846,59.846850572569,62.7552438104747,62.9413402991942,58.0400329325365,51.8188266319702,41.8722088046542,35.533079254403,27.4909639606912,24.7717004461648,29.7949130550097,29.7949130550097,29.7949130550097,29.7949130550097
562,"NER","Niger",18.475129491222,18.475129491222,18.475129491222,18.475129491222,18.475129491222,17.6014364624293,20.5427835250803,19.5503057803538,18.4614353340221,15.6747847366948,14.0449075071209,12.8631216728088,11.5035953526309,10.7787440539159,9.94079318426016,9.66534903603539,18.0659511643193,22.7025882490453,26.1681120951713,26.344246217465,26.081353092247,25.290681420657,23.2587458943409,23.2587458943409,23.2587458943409,23.2587458943409
566,"NGA","Nigeria",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.9955982249822,100,96.1327379030216,92.1863167015334,87.8898942516619,83.7044778138318,84.4204143745499,84.4204143745499,84.4204143745499,84.4204143745499
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",89.9082155072256,89.9082155072256,89.9082155072256,89.9082155072256,89.9082155072256,98.3375134776308,100,100,100,89.3473794261278,84.9880667962546,75.9521769027184,70.7731120900169,63.5234831955357,59.8711899914834,48.2943401481331,41.1106302113585,40.8532883510734,46.5681089775339,49.1911946764627,51.3340169309934,52.5836381419435,56.088561889063,56.088561889063,56.088561889063,56.088561889063
578,"NOR","Norway",11.2334525528427,11.2334525528427,11.2334525528427,11.2334525528427,11.2334525528427,18.0648986653271,24.6804051627472,29.0143517134473,32.4799918927604,35.9621315114123,44.0798731436252,47.6350099332904,48.9964595557459,56.0257233598421,68.291226387342,79.5771028795689,95.1301454202464,100,100,100,100,100,100,100,100,100
512,"OMN","Oman",100,100,100,100,100,100,100,100,62.5538486501674,51.2665681794399,37.1890790065808,27.9071154419333,20.1597234183122,34.113110180109,52.894581143205,72.6690194635257,78.673888135888,82.8917069771509,71.7102138541543,62.9515238023093,54.1887217294963,47.4492168635268,46.4403728660238,46.4403728660238,46.4403728660238,46.4403728660238
586,"PAK","Pakistan",40.1677297960097,40.1677297960097,40.1677297960097,40.1677297960097,40.1677297960097,36.9173775393231,35.0523048482675,37.6952028269341,38.0087110913798,39.1480487060356,40.6249136228724,38.36838875838,36.8183741254532,35.2559430774613,34.4149565425844,34.3859100074947,33.0058499333749,36.3416025548408,37.3811943555113,38.8750071169693,41.1610258364695,41.1066581448418,40.3373032202526,40.3373032202526,40.3373032202526,40.3373032202526
585,"PLW","Palau",59.3769274713614,59.3769274713614,59.3769274713614,59.3769274713614,59.3769274713614,59.3769274713614,59.3769274713614,59.3769274713614,59.3769274713614,59.3769274713614,59.3769274713614,59.3769274713614,59.3769274713614,59.3769274713614,59.3769274713614,57.9471615030599,56.5342426948995,56.0405546903552,56.8692417165586,58.3162850973239,59.8762711190229,60.867617391804,62.265137949145,62.265137949145,62.265137949145,62.265137949145
591,"PAN","Panama",75.6119633986197,75.6119633986197,75.6119633986197,75.6119633986197,75.6119633986197,79.5496274966035,75.2406857288571,70.5227301194396,67.5429830001535,65.0499592964998,60.8592090411835,57.7574152831973,61.8498261915369,60.5648692549289,62.4483973050697,66.865708311502,61.3596558772199,57.4522530228538,56.8131689987151,62.8357420043283,70.671694883576,77.56013420069,88.7147618523064,88.7147618523064,88.7147618523064,88.7147618523064
598,"PNG","Papua New Guinea",0,0,0,0,0,0,0,0.214182245206132,16.7610470133439,30.5198562914176,19.6637404317907,13.4780473641921,19.9039068732026,0,0,5.56831887071745,42.7748523740366,73.8705078545943,100,100,100,90.2676048166139,74.2197172081183,74.2197172081183,74.2197172081183,74.2197172081183
600,"PRY","Paraguay",44.4818437250337,44.4818437250337,44.4818437250337,44.4818437250337,44.4818437250337,48.5435411193282,57.0364730695137,70.4683556882115,71.7657926436137,77.4799784031316,73.967738742872,69.8849264260582,59.2994481729533,53.5744430579502,46.3445783462847,41.2548331355148,33.9677812836759,31.3792781237788,23.1104643581023,22.395653471167,26.1293904896833,33.3929194542652,36.5163222790792,36.5163222790792,36.5163222790792,36.5163222790792
604,"PER","Peru",61.6709706035264,61.6709706035264,61.6709706035264,61.6709706035264,61.6709706035264,57.878780393024,58.6604924133039,59.4794721378316,60.519284106632,62.4133769576637,59.9230603926377,59.612629237949,58.613288912563,60.1571842442789,56.0590086165926,49.3824402804589,42.4069417864583,37.4801293671561,39.6981405004019,45.3544356331228,48.7608306901921,53.7794338966491,58.1365978481553,58.1365978481553,58.1365978481553,58.1365978481553
608,"PHL","Philippines",59.1041632831109,59.1041632831109,59.1041632831109,59.1041632831109,59.1041632831109,55.1569516676356,51.5157369165788,51.9441670348963,54.8362736550909,53.8195713536063,53.458590155281,50.141247587952,48.6926148780249,58.0017092760878,57.0403823542266,58.3002378743863,58.6568689723779,57.5642229370442,57.7316890768745,58.615632189456,61.8211411426578,64.9072430182821,65.8857956323285,65.8857956323285,65.8857956323285,65.8857956323285
616,"POL","Poland",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,86.8702281008407,83.4383744394673,79.7186276542894,75.2476120362946,72.3930440472508,72.3930440472508,72.3930440472508,72.3930440472508
620,"PRT","Portugal",56.1984326423671,56.1984326423671,56.1984326423671,56.1984326423671,56.1984326423671,53.7155538440138,53.6558922158647,55.0886390390707,61.2462810766152,66.6304913683499,72.8213284502468,75.268459969571,76.4585645446085,80.2762562857902,82.2931897977659,82.7134948222339,81.0331370276645,78.3882761159782,80.0808099145386,82.6899393826601,86.6630712280085,88.9914644542295,91.0720945818749,91.0720945818749,91.0720945818749,91.0720945818749
